name,birdweb_society_link,ecoregion,jan_abundance,feb_abundance,mar_abundance,apr_abundance,may_abundance,jun_abundance,jul_abundance,aug_abundance,sep_abundance,oct_abundance,nov_abundance,dec_abundance
Gadwall,http://becomewww.birdweb.org/BIRDWEB/bird/gadwall,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Eurasian Wigeon,http://becomewww.birdweb.org/BIRDWEB/bird/eurasian_wigeon,columbia_plateau,U,U,U,R,,,,,,U,U,U
American Wigeon,http://becomewww.birdweb.org/BIRDWEB/bird/american_wigeon,columbia_plateau,C,C,C,F,U,R,R,U,U,C,C,C
Mallard,http://becomewww.birdweb.org/BIRDWEB/bird/mallard,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Blue-winged Teal,http://becomewww.birdweb.org/BIRDWEB/bird/blue-winged_teal,columbia_plateau,,,,F,C,C,C,F,U,,,
Cinnamon Teal,http://becomewww.birdweb.org/BIRDWEB/bird/cinnamon_teal,columbia_plateau,,,F,C,C,C,C,F,U,R,,
Northern Shoveler,http://becomewww.birdweb.org/BIRDWEB/bird/northern_shoveler,columbia_plateau,C,C,C,C,C,F,F,F,C,C,C,C
Northern Pintail,http://becomewww.birdweb.org/BIRDWEB/bird/northern_pintail,columbia_plateau,C,C,C,C,U,U,U,U,F,C,C,C
Green-winged Teal,http://becomewww.birdweb.org/BIRDWEB/bird/green-winged_teal,columbia_plateau,C,C,C,C,C,F,F,F,C,C,C,C
Canvasback,http://becomewww.birdweb.org/BIRDWEB/bird/canvasback,columbia_plateau,F,F,F,F,U,R,R,R,U,F,F,F
Redhead,http://becomewww.birdweb.org/BIRDWEB/bird/redhead,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Ring-necked Duck,http://becomewww.birdweb.org/BIRDWEB/bird/ring-necked_duck,columbia_plateau,C,C,C,C,F,R,R,U,F,C,C,C
Greater Scaup,http://becomewww.birdweb.org/BIRDWEB/bird/greater_scaup,columbia_plateau,U,U,U,U,R,,,,R,U,U,U
Lesser Scaup,http://becomewww.birdweb.org/BIRDWEB/bird/lesser_scaup,columbia_plateau,C,C,C,C,C,F,F,F,F,F,C,C
Surf Scoter,http://becomewww.birdweb.org/BIRDWEB/bird/surf_scoter,columbia_plateau,,,,,,,,,,R,R,
White-winged Scoter,http://becomewww.birdweb.org/BIRDWEB/bird/white-winged_scoter,columbia_plateau,,,,,,,,,,R,R,
Long-tailed Duck,http://becomewww.birdweb.org/BIRDWEB/bird/long-tailed_duck,columbia_plateau,R,R,R,,,,,,,R,R,R
Bufflehead,http://becomewww.birdweb.org/BIRDWEB/bird/bufflehead,columbia_plateau,C,C,C,C,F,R,R,R,R,C,C,C
Common Goldeneye,http://becomewww.birdweb.org/BIRDWEB/bird/common_goldeneye,columbia_plateau,C,C,C,F,U,R,R,R,R,U,C,C
Barrow's Goldeneye,http://becomewww.birdweb.org/BIRDWEB/bird/barrows_goldeneye,columbia_plateau,U,U,U,U,U,U,U,U,U,U,U,U
Hooded Merganser,http://becomewww.birdweb.org/BIRDWEB/bird/hooded_merganser,columbia_plateau,U,U,U,U,R,,,,U,F,F,F
Common Merganser,http://becomewww.birdweb.org/BIRDWEB/bird/common_merganser,columbia_plateau,C,C,C,F,U,U,U,U,U,C,C,C
Red-breasted Merganser,http://becomewww.birdweb.org/BIRDWEB/bird/red-breasted_merganser,columbia_plateau,R,R,R,R,,,,,,R,R,R
Ruddy Duck,http://becomewww.birdweb.org/BIRDWEB/bird/ruddy_duck,columbia_plateau,C,C,C,C,F,F,F,C,C,C,C,C
Chukar,http://becomewww.birdweb.org/BIRDWEB/bird/chukar,columbia_plateau,F,F,F,F,F,F,F,F,F,F,F,F
Gray Partridge,http://becomewww.birdweb.org/BIRDWEB/bird/gray_partridge,columbia_plateau,U,U,U,U,U,U,U,U,U,U,U,U
Ring-necked Pheasant,http://becomewww.birdweb.org/BIRDWEB/bird/ring-necked_pheasant,columbia_plateau,F,F,F,F,F,F,F,F,F,F,F,F
Ruffed Grouse,http://becomewww.birdweb.org/BIRDWEB/bird/ruffed_grouse,columbia_plateau,R,R,R,R,R,R,R,R,R,R,R,R
Greater Sage-Grouse,http://becomewww.birdweb.org/BIRDWEB/bird/greater_sage-grouse,columbia_plateau,R,R,R,R,R,R,R,R,R,R,R,R
Sharp-tailed Grouse,http://becomewww.birdweb.org/BIRDWEB/bird/sharp-tailed_grouse,columbia_plateau,R,R,R,R,R,R,R,R,R,R,R,R
Wild Turkey,http://becomewww.birdweb.org/BIRDWEB/bird/wild_turkey,columbia_plateau,R,R,R,R,R,R,R,R,R,R,R,R
California Quail,http://becomewww.birdweb.org/BIRDWEB/bird/california_quail,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Pacific Loon,http://becomewww.birdweb.org/BIRDWEB/bird/pacific_loon,columbia_plateau,R,R,,,,,,,,R,R,R
Common Loon,http://becomewww.birdweb.org/BIRDWEB/bird/common_loon,columbia_plateau,F,F,F,F,U,R,R,R,F,F,F,F
Pied-billed Grebe,http://becomewww.birdweb.org/BIRDWEB/bird/pied-billed_grebe,columbia_plateau,F,F,C,C,C,C,C,C,C,C,C,F
Horned Grebe,http://becomewww.birdweb.org/BIRDWEB/bird/horned_grebe,columbia_plateau,F,F,F,U,R,,,,U,F,F,F
Red-necked Grebe,http://becomewww.birdweb.org/BIRDWEB/bird/red-necked_grebe,columbia_plateau,,,,R,R,R,R,R,R,U,U,R
Eared Grebe,http://becomewww.birdweb.org/BIRDWEB/bird/eared_grebe,columbia_plateau,F,F,C,C,C,C,C,C,C,C,F,F
Western Grebe,http://becomewww.birdweb.org/BIRDWEB/bird/western_grebe,columbia_plateau,U,U,F,C,C,C,C,C,C,C,U,U
Clark's Grebe,http://becomewww.birdweb.org/BIRDWEB/bird/clarks_grebe,columbia_plateau,,,R,F,F,F,F,F,U,R,,
American White Pelican,http://becomewww.birdweb.org/BIRDWEB/bird/american_white_pelican,columbia_plateau,U,U,U,F,F,C,C,C,C,C,U,U
Double-crested Cormorant,http://becomewww.birdweb.org/BIRDWEB/bird/double-crested_cormorant,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
American Bittern,http://becomewww.birdweb.org/BIRDWEB/bird/american_bittern,columbia_plateau,R,R,R,U,U,U,U,U,U,R,R,R
Great Blue Heron,http://becomewww.birdweb.org/BIRDWEB/bird/great_blue_heron,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Great Egret,http://becomewww.birdweb.org/BIRDWEB/bird/great_egret,columbia_plateau,,,F,C,C,C,C,C,C,F,U,R
Cattle Egret,http://becomewww.birdweb.org/BIRDWEB/bird/cattle_egret,columbia_plateau,,,,,,,,,,,R,R
Black-crowned Night-Heron,http://becomewww.birdweb.org/BIRDWEB/bird/black-crowned_night-heron,columbia_plateau,F,F,F,F,F,F,F,F,F,F,F,F
White-faced Ibis,http://becomewww.birdweb.org/BIRDWEB/bird/white-faced_ibis,columbia_plateau,,,,,R,R,,,,,,
Turkey Vulture,http://becomewww.birdweb.org/BIRDWEB/bird/turkey_vulture,columbia_plateau,,,U,U,U,U,U,U,U,,,
Osprey,http://becomewww.birdweb.org/BIRDWEB/bird/osprey,columbia_plateau,,,,F,F,F,F,F,F,U,R,
Bald Eagle,http://becomewww.birdweb.org/BIRDWEB/bird/bald_eagle,columbia_plateau,F,F,F,U,R,R,R,R,R,U,F,F
Northern Harrier,http://becomewww.birdweb.org/BIRDWEB/bird/northern_harrier,columbia_plateau,F,F,F,F,F,F,F,F,F,F,F,F
Sharp-shinned Hawk,http://becomewww.birdweb.org/BIRDWEB/bird/sharp-shinned_hawk,columbia_plateau,U,U,U,U,U,,,,F,F,U,U
Cooper's Hawk,http://becomewww.birdweb.org/BIRDWEB/bird/coopers_hawk,columbia_plateau,U,U,U,U,U,R,R,R,F,F,U,U
Northern Goshawk,http://becomewww.birdweb.org/BIRDWEB/bird/northern_goshawk,columbia_plateau,R,R,R,,,,,,,R,R,R
Swainson's Hawk,http://becomewww.birdweb.org/BIRDWEB/bird/swainsons_hawk,columbia_plateau,,,R,F,F,F,F,F,U,,,
Red-tailed Hawk,http://becomewww.birdweb.org/BIRDWEB/bird/red-tailed_hawk,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Ferruginous Hawk,http://becomewww.birdweb.org/BIRDWEB/bird/ferruginous_hawk,columbia_plateau,R,R,U,U,U,U,U,R,R,R,R,R
Rough-legged Hawk,http://becomewww.birdweb.org/BIRDWEB/bird/rough-legged_hawk,columbia_plateau,F,F,F,F,R,,,,R,F,F,F
Golden Eagle,http://becomewww.birdweb.org/BIRDWEB/bird/golden_eagle,columbia_plateau,U,U,U,U,U,U,U,U,U,U,U,U
American Kestrel,http://becomewww.birdweb.org/BIRDWEB/bird/american_kestrel,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Merlin,http://becomewww.birdweb.org/BIRDWEB/bird/merlin,columbia_plateau,U,U,U,R,,,,,R,U,U,U
Gyrfalcon,http://becomewww.birdweb.org/BIRDWEB/bird/gyrfalcon,columbia_plateau,R,R,R,,,,,,,,R,R
Peregrine Falcon,http://becomewww.birdweb.org/BIRDWEB/bird/peregrine_falcon,columbia_plateau,R,R,R,R,R,R,R,R,U,U,R,R
Prairie Falcon,http://becomewww.birdweb.org/BIRDWEB/bird/prairie_falcon,columbia_plateau,U,U,U,U,U,U,U,U,U,U,U,U
Virginia Rail,http://becomewww.birdweb.org/BIRDWEB/bird/virginia_rail,columbia_plateau,R,R,R,U,F,F,F,F,U,U,R,R
Sora,http://becomewww.birdweb.org/BIRDWEB/bird/sora,columbia_plateau,,,R,F,F,F,F,F,F,U,,
American Coot,http://becomewww.birdweb.org/BIRDWEB/bird/american_coot,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Sandhill Crane,http://becomewww.birdweb.org/BIRDWEB/bird/sandhill_crane,columbia_plateau,,R,C,C,U,,,,C,C,,
Black-bellied Plover,http://becomewww.birdweb.org/BIRDWEB/bird/black-bellied_plover,columbia_plateau,,,,,R,,,R,U,U,,
American Golden-Plover,http://becomewww.birdweb.org/BIRDWEB/bird/american_golden-plover,columbia_plateau,,,,,,,,R,R,R,,
Semipalmated Plover,http://becomewww.birdweb.org/BIRDWEB/bird/semipalmated_plover,columbia_plateau,,,,,R,,R,U,U,,,
Killdeer,http://becomewww.birdweb.org/BIRDWEB/bird/killdeer,columbia_plateau,F,C,C,C,C,C,C,C,C,C,F,F
Black-necked Stilt,http://becomewww.birdweb.org/BIRDWEB/bird/black-necked_stilt,columbia_plateau,,,R,C,C,C,C,F,U,,,
American Avocet,http://becomewww.birdweb.org/BIRDWEB/bird/american_avocet,columbia_plateau,,,U,C,C,C,C,C,U,R,,
Spotted Sandpiper,http://becomewww.birdweb.org/BIRDWEB/bird/spotted_sandpiper,columbia_plateau,,,,U,F,F,F,F,U,,,
Solitary Sandpiper,http://becomewww.birdweb.org/BIRDWEB/bird/solitary_sandpiper,columbia_plateau,,,,R,R,,R,U,U,,,
Greater Yellowlegs,http://becomewww.birdweb.org/BIRDWEB/bird/greater_yellowlegs,columbia_plateau,R,U,F,C,C,R,F,F,C,F,R,R
Lesser Yellowlegs,http://becomewww.birdweb.org/BIRDWEB/bird/lesser_yellowlegs,columbia_plateau,,,,R,U,R,F,C,C,R,,
Long-billed Curlew,http://becomewww.birdweb.org/BIRDWEB/bird/long-billed_curlew,columbia_plateau,,,U,U,U,U,U,R,,,,
Marbled Godwit,http://becomewww.birdweb.org/BIRDWEB/bird/marbled_godwit,columbia_plateau,,,,,,,,R,R,,,
Sanderling,http://becomewww.birdweb.org/BIRDWEB/bird/sanderling,columbia_plateau,,,,,,,,R,U,R,,
Semipalmated Sandpiper,http://becomewww.birdweb.org/BIRDWEB/bird/semipalmated_sandpiper,columbia_plateau,,,,,,,U,U,R,,,
Western Sandpiper,http://becomewww.birdweb.org/BIRDWEB/bird/western_sandpiper,columbia_plateau,,,,F,F,,C,C,C,U,,
Least Sandpiper,http://becomewww.birdweb.org/BIRDWEB/bird/least_sandpiper,columbia_plateau,,,R,F,F,,F,C,F,U,R,
Baird's Sandpiper,http://becomewww.birdweb.org/BIRDWEB/bird/bairds_sandpiper,columbia_plateau,,,,,,,R,F,R,,,
Pectoral Sandpiper,http://becomewww.birdweb.org/BIRDWEB/bird/pectoral_sandpiper,columbia_plateau,,,,,R,,R,U,F,U,,
Dunlin,http://becomewww.birdweb.org/BIRDWEB/bird/dunlin,columbia_plateau,U,U,F,F,U,,,,,F,F,F
Stilt Sandpiper,http://becomewww.birdweb.org/BIRDWEB/bird/stilt_sandpiper,columbia_plateau,,,,,,,,R,R,R,,
Short-billed Dowitcher,http://becomewww.birdweb.org/BIRDWEB/bird/short-billed_dowitcher,columbia_plateau,,,,,R,,,R,R,,,
Long-billed Dowitcher,http://becomewww.birdweb.org/BIRDWEB/bird/long-billed_dowitcher,columbia_plateau,,,,,F,,U,C,C,C,U,
Wilson's Snipe,http://becomewww.birdweb.org/BIRDWEB/bird/wilsons_snipe,columbia_plateau,U,U,F,F,F,F,F,F,F,F,F,U
Wilson's Phalarope,http://becomewww.birdweb.org/BIRDWEB/bird/wilsons_phalarope,columbia_plateau,,,,R,C,C,C,C,U,,,
Red-necked Phalarope,http://becomewww.birdweb.org/BIRDWEB/bird/red-necked_phalarope,columbia_plateau,,,,,U,,U,F,F,,,
Franklin's Gull,http://becomewww.birdweb.org/BIRDWEB/bird/franklins_gull,columbia_plateau,,,,,R,R,,R,R,R,,
Bonaparte's Gull,http://becomewww.birdweb.org/BIRDWEB/bird/bonapartes_gull,columbia_plateau,,,,U,U,,R,U,U,F,U,
Short-billed Gull,http://becomewww.birdweb.org/BIRDWEB/bird/short-billed_gull,columbia_plateau,R,R,,,,,,,,R,R,R
Ring-billed Gull,http://becomewww.birdweb.org/BIRDWEB/bird/ring-billed_gull,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
California Gull,http://becomewww.birdweb.org/BIRDWEB/bird/california_gull,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Herring Gull,http://becomewww.birdweb.org/BIRDWEB/bird/herring_gull,columbia_plateau,F,F,F,R,R,,,R,R,F,F,F
Thayer's Gull,http://becomewww.birdweb.org/BIRDWEB/bird/thayers_gull,columbia_plateau,R,R,,,,,,,,,R,R
Glaucous-winged Gull,http://becomewww.birdweb.org/BIRDWEB/bird/glaucous-winged_gull,columbia_plateau,U,U,U,R,R,R,R,R,U,U,U,U
Glaucous Gull,http://becomewww.birdweb.org/BIRDWEB/bird/glaucous_gull,columbia_plateau,R,R,R,,,,,,,,,R
Sabine's Gull,http://becomewww.birdweb.org/BIRDWEB/bird/sabines_gull,columbia_plateau,,,,,,,,,R,,,
Caspian Tern,http://becomewww.birdweb.org/BIRDWEB/bird/caspian_tern,columbia_plateau,,,U,F,F,F,F,F,U,,,
Black Tern,http://becomewww.birdweb.org/BIRDWEB/bird/black_tern,columbia_plateau,,,,,U,U,U,U,,,,
Common Tern,http://becomewww.birdweb.org/BIRDWEB/bird/common_tern,columbia_plateau,,,,,,,,U,F,R,,
Forster's Tern,http://becomewww.birdweb.org/BIRDWEB/bird/forsters_tern,columbia_plateau,,,,U,F,F,F,F,U,,,
Parasitic Jaeger,http://becomewww.birdweb.org/BIRDWEB/bird/parasitic_jaeger,columbia_plateau,,,,,,,,,R,,,
Rock Pigeon,http://becomewww.birdweb.org/BIRDWEB/bird/rock_pigeon,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Mourning Dove,http://becomewww.birdweb.org/BIRDWEB/bird/mourning_dove,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Barn Owl,http://becomewww.birdweb.org/BIRDWEB/bird/barn_owl,columbia_plateau,U,U,U,U,U,U,U,U,U,U,U,U
Western Screech-Owl,http://becomewww.birdweb.org/BIRDWEB/bird/western_screech-owl,columbia_plateau,U,U,U,U,U,U,U,U,U,U,U,U
Great Horned Owl,http://becomewww.birdweb.org/BIRDWEB/bird/great_horned_owl,columbia_plateau,F,F,F,F,F,F,F,F,F,F,F,F
Snowy Owl,http://becomewww.birdweb.org/BIRDWEB/bird/snowy_owl,columbia_plateau,R,R,,,,,,,,,R,R
Northern Pygmy-Owl,http://becomewww.birdweb.org/BIRDWEB/bird/northern_pygmy-owl,columbia_plateau,U,U,R,R,R,R,R,R,U,U,U,U
Burrowing Owl,http://becomewww.birdweb.org/BIRDWEB/bird/burrowing_owl,columbia_plateau,R,U,U,U,U,U,U,U,R,R,R,R
Barred Owl,http://becomewww.birdweb.org/BIRDWEB/bird/barred_owl,columbia_plateau,R,R,R,R,R,R,R,R,R,R,R,R
Long-eared Owl,http://becomewww.birdweb.org/BIRDWEB/bird/long-eared_owl,columbia_plateau,U,U,U,U,U,U,U,U,U,U,U,U
Short-eared Owl,http://becomewww.birdweb.org/BIRDWEB/bird/short-eared_owl,columbia_plateau,U,U,U,U,U,U,U,U,U,U,U,U
Northern Saw-whet Owl,http://becomewww.birdweb.org/BIRDWEB/bird/northern_saw-whet_owl,columbia_plateau,R,R,R,R,R,R,R,R,R,R,R,R
Common Nighthawk,http://becomewww.birdweb.org/BIRDWEB/bird/common_nighthawk,columbia_plateau,,,,,U,C,C,C,R,,,
Common Poorwill,http://becomewww.birdweb.org/BIRDWEB/bird/common_poorwill,columbia_plateau,,,,U,U,U,U,U,U,R,,
Black Swift,http://becomewww.birdweb.org/BIRDWEB/bird/black_swift,columbia_plateau,,,,,R,R,R,R,,,,
Vaux's Swift,http://becomewww.birdweb.org/BIRDWEB/bird/vauxs_swift,columbia_plateau,,,,R,F,F,F,F,U,,,
White-throated Swift,http://becomewww.birdweb.org/BIRDWEB/bird/white-throated_swift,columbia_plateau,,,R,F,C,C,F,U,R,,,
Black-chinned Hummingbird,http://becomewww.birdweb.org/BIRDWEB/bird/black-chinned_hummingbird,columbia_plateau,,,,,U,U,U,U,R,,,
Calliope Hummingbird,http://becomewww.birdweb.org/BIRDWEB/bird/calliope_hummingbird,columbia_plateau,,,,U,U,R,R,R,,,,
Rufous Hummingbird,http://becomewww.birdweb.org/BIRDWEB/bird/rufous_hummingbird,columbia_plateau,,,,U,U,R,U,U,R,,,
Belted Kingfisher,http://becomewww.birdweb.org/BIRDWEB/bird/belted_kingfisher,columbia_plateau,F,F,F,F,F,F,F,F,F,F,F,F
Lewis's Woodpecker,http://becomewww.birdweb.org/BIRDWEB/bird/lewiss_woodpecker,columbia_plateau,,,,,R,R,R,R,R,,,
Red-naped Sapsucker,http://becomewww.birdweb.org/BIRDWEB/bird/red-naped_sapsucker,columbia_plateau,,,,U,U,F,F,U,R,,,
Downy Woodpecker,http://becomewww.birdweb.org/BIRDWEB/bird/downy_woodpecker,columbia_plateau,F,F,F,F,F,F,F,F,F,F,F,F
Hairy Woodpecker,http://becomewww.birdweb.org/BIRDWEB/bird/hairy_woodpecker,columbia_plateau,U,U,U,U,U,U,U,U,U,U,U,U
Northern Flicker,http://becomewww.birdweb.org/BIRDWEB/bird/northern_flicker,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Olive-sided Flycatcher,http://becomewww.birdweb.org/BIRDWEB/bird/olive-sided_flycatcher,columbia_plateau,,,,,R,R,R,R,R,,,
Western Wood-Pewee,http://becomewww.birdweb.org/BIRDWEB/bird/western_wood-pewee,columbia_plateau,,,,,C,C,C,C,C,,,
Willow Flycatcher,http://becomewww.birdweb.org/BIRDWEB/bird/willow_flycatcher,columbia_plateau,,,,,U,F,F,F,F,,,
Least Flycatcher,http://becomewww.birdweb.org/BIRDWEB/bird/least_flycatcher,columbia_plateau,,,,,R,R,R,,,,,
Hammond's Flycatcher,http://becomewww.birdweb.org/BIRDWEB/bird/hammonds_flycatcher,columbia_plateau,,,,,U,,,U,U,,,
Gray Flycatcher,http://becomewww.birdweb.org/BIRDWEB/bird/gray_flycatcher,columbia_plateau,,,,,U,U,U,U,U,,,
Dusky Flycatcher,http://becomewww.birdweb.org/BIRDWEB/bird/dusky_flycatcher,columbia_plateau,,,,,F,F,F,F,F,,,
Pacific-slope Flycatcher,http://becomewww.birdweb.org/BIRDWEB/bird/pacific-slope_flycatcher,columbia_plateau,,,,,U,U,U,U,U,,,
Say's Phoebe,http://becomewww.birdweb.org/BIRDWEB/bird/says_phoebe,columbia_plateau,R,R,U,F,F,F,F,F,U,R,R,R
Western Kingbird,http://becomewww.birdweb.org/BIRDWEB/bird/western_kingbird,columbia_plateau,,,,F,C,C,C,F,R,,,
Eastern Kingbird,http://becomewww.birdweb.org/BIRDWEB/bird/eastern_kingbird,columbia_plateau,,,,,F,C,C,C,R,,,
Loggerhead Shrike,http://becomewww.birdweb.org/BIRDWEB/bird/loggerhead_shrike,columbia_plateau,R,R,U,U,U,U,U,U,U,R,R,R
Northern Shrike,http://becomewww.birdweb.org/BIRDWEB/bird/northern_shrike,columbia_plateau,F,F,F,,,,,,,U,F,F
Cassin's Vireo,http://becomewww.birdweb.org/BIRDWEB/bird/cassins_vireo,columbia_plateau,,,,,U,U,U,U,U,U,,
Warbling Vireo,http://becomewww.birdweb.org/BIRDWEB/bird/warbling_vireo,columbia_plateau,,,,,F,U,U,F,F,,,
Red-eyed Vireo,http://becomewww.birdweb.org/BIRDWEB/bird/red-eyed_vireo,columbia_plateau,,,,,R,R,,,R,,,
Steller's Jay,http://becomewww.birdweb.org/BIRDWEB/bird/stellers_jay,columbia_plateau,U,U,U,U,U,U,U,U,U,U,U,U
Blue Jay,http://becomewww.birdweb.org/BIRDWEB/bird/blue_jay,columbia_plateau,R,R,,,,,,,,R,R,R
Clark's Nutcracker,http://becomewww.birdweb.org/BIRDWEB/bird/clarks_nutcracker,columbia_plateau,R,R,R,R,R,R,R,R,R,R,R,R
Black-billed Magpie,http://becomewww.birdweb.org/BIRDWEB/bird/black-billed_magpie,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
American Crow,http://becomewww.birdweb.org/BIRDWEB/bird/american_crow,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Common Raven,http://becomewww.birdweb.org/BIRDWEB/bird/common_raven,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Horned Lark,http://becomewww.birdweb.org/BIRDWEB/bird/horned_lark,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Tree Swallow,http://becomewww.birdweb.org/BIRDWEB/bird/tree_swallow,columbia_plateau,,,F,C,C,C,C,F,,,,
Violet-green Swallow,http://becomewww.birdweb.org/BIRDWEB/bird/violet-green_swallow,columbia_plateau,,,F,C,C,C,C,C,F,R,,
Northern Rough-winged Swallow,http://becomewww.birdweb.org/BIRDWEB/bird/northern_rough-winged_swallow,columbia_plateau,,,U,F,F,F,U,U,R,,,
Bank Swallow,http://becomewww.birdweb.org/BIRDWEB/bird/bank_swallow,columbia_plateau,,,,C,C,C,C,C,C,R,,
Cliff Swallow,http://becomewww.birdweb.org/BIRDWEB/bird/cliff_swallow,columbia_plateau,,,U,C,C,C,C,F,R,,,
Barn Swallow,http://becomewww.birdweb.org/BIRDWEB/bird/barn_swallow,columbia_plateau,,,,C,C,C,C,C,C,U,,
Black-capped Chickadee,http://becomewww.birdweb.org/BIRDWEB/bird/black-capped_chickadee,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Mountain Chickadee,http://becomewww.birdweb.org/BIRDWEB/bird/mountain_chickadee,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Bushtit,http://becomewww.birdweb.org/BIRDWEB/bird/bushtit,columbia_plateau,R,R,R,R,R,R,R,R,R,R,R,R
Red-breasted Nuthatch,http://becomewww.birdweb.org/BIRDWEB/bird/red-breasted_nuthatch,columbia_plateau,U,U,U,F,U,R,R,U,F,U,U,U
White-breasted Nuthatch,http://becomewww.birdweb.org/BIRDWEB/bird/white-breasted_nuthatch,columbia_plateau,F,F,F,F,F,F,F,F,F,F,F,F
Pygmy Nuthatch,http://becomewww.birdweb.org/BIRDWEB/bird/pygmy_nuthatch,columbia_plateau,F,F,F,F,F,F,F,F,F,F,F,F
Brown Creeper,http://becomewww.birdweb.org/BIRDWEB/bird/brown_creeper,columbia_plateau,R,R,R,R,R,R,R,R,R,R,R,R
Rock Wren,http://becomewww.birdweb.org/BIRDWEB/bird/rock_wren,columbia_plateau,R,R,U,C,C,C,C,C,C,U,R,R
Canyon Wren,http://becomewww.birdweb.org/BIRDWEB/bird/canyon_wren,columbia_plateau,U,U,U,U,U,U,U,U,U,U,U,U
Bewick's Wren,http://becomewww.birdweb.org/BIRDWEB/bird/bewicks_wren,columbia_plateau,F,F,F,F,F,F,F,F,F,F,F,F
House Wren,http://becomewww.birdweb.org/BIRDWEB/bird/house_wren,columbia_plateau,,,,F,C,C,C,C,C,,,
Pacific Wren,http://becomewww.birdweb.org/BIRDWEB/bird/pacific_wren,columbia_plateau,U,U,U,U,,,,,U,U,U,U
Marsh Wren,http://becomewww.birdweb.org/BIRDWEB/bird/marsh_wren,columbia_plateau,U,U,F,C,C,C,C,C,F,U,U,U
Golden-crowned Kinglet,http://becomewww.birdweb.org/BIRDWEB/bird/golden-crowned_kinglet,columbia_plateau,U,U,F,C,U,,,,F,F,U,U
Ruby-crowned Kinglet,http://becomewww.birdweb.org/BIRDWEB/bird/ruby-crowned_kinglet,columbia_plateau,U,U,F,C,F,,,,C,C,U,U
Western Bluebird,http://becomewww.birdweb.org/BIRDWEB/bird/western_bluebird,columbia_plateau,R,R,U,U,U,U,U,U,U,U,R,R
Mountain Bluebird,http://becomewww.birdweb.org/BIRDWEB/bird/mountain_bluebird,columbia_plateau,R,R,F,F,F,F,F,F,F,U,R,R
Townsend's Solitaire,http://becomewww.birdweb.org/BIRDWEB/bird/townsends_solitaire,columbia_plateau,R,R,R,U,U,,,R,U,U,R,R
Veery,http://becomewww.birdweb.org/BIRDWEB/bird/veery,columbia_plateau,,,,,F,F,F,U,,,,
Swainson's Thrush,http://becomewww.birdweb.org/BIRDWEB/bird/swainsons_thrush,columbia_plateau,,,,,R,,,,R,,,
Hermit Thrush,http://becomewww.birdweb.org/BIRDWEB/bird/hermit_thrush,columbia_plateau,U,U,U,U,U,,,,U,U,U,U
American Robin,http://becomewww.birdweb.org/BIRDWEB/bird/american_robin,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
Varied Thrush,http://becomewww.birdweb.org/BIRDWEB/bird/varied_thrush,columbia_plateau,U,U,U,U,U,,,,R,U,U,U
Gray Catbird,http://becomewww.birdweb.org/BIRDWEB/bird/gray_catbird,columbia_plateau,,,,,U,F,F,F,U,,,
Northern Mockingbird,http://becomewww.birdweb.org/BIRDWEB/bird/northern_mockingbird,columbia_plateau,,,R,R,R,R,R,,,,,
Sage Thrasher,http://becomewww.birdweb.org/BIRDWEB/bird/sage_thrasher,columbia_plateau,,,U,F,F,F,F,F,U,,,
European Starling,http://becomewww.birdweb.org/BIRDWEB/bird/european_starling,columbia_plateau,C,C,C,C,C,C,C,C,C,C,C,C
American Pipit,http://becomewww.birdweb.org/BIRDWEB/bird/american_pipit,columbia_plateau,,,R,F,U,,,,F,F,U,R
Bohemian Waxwing,http://becomewww.birdweb.org/BIRDWEB/bird/bohemian_waxwing,columbia_plateau,U,U,U,,,,,,,R,U,U
Cedar Waxwing,http://becomewww.birdweb.org/BIRDWEB/bird/cedar_waxwing,columbia_plateau,C,C,C,C,C,F,F,F,F,C,C,C
Orange-crowned Warbler,http://becomewww.birdweb.org/BIRDWEB/bird/orange-crowned_warbler,columbia_plateau,R,R,R,U,F,,,C,C,U,R,R
Nashville Warbler,http://becomewww.birdweb.org/BIRDWEB/bird/nashville_warbler,columbia_plateau,,,,U,U,R,R,U,U,,,
